N_inventaire,Rue,N_rue,Nom_site,Arrondissement,Ville,Latitude_x,Longitude_y,Support,Couleur,Taille,Date_prise_vue,Photographe,Date_construction,Architecte,Classement_MH,Généralité_architecture,Mot_cle1,Mot_cle2,Mot_cle3,Mot_cle4,Mot_cle5,Mot_cle6,Cote_base,Cote_classement,Date_inventaire
98,"SAINT-HONORÉ, RUE",182,MINISTÈRE_DE_LA_CULTURE,1,PARIS,48.86239,2.3389,TIRAGE PAPIER,N&B,15x10 cm,2003/11,"BURET, COLETTE",,,NON,PUBLIQUE,FAÇADE,EXTÉRIEUR_SUR_RUE,,,,,,B402,22/09/2019
99,"VIVIENNE, RUE",19,IMMEUBLE,1,PARIS,48.86848,2.33977,TIRAGE PAPIER,COULEUR,9x13 cm,1996/01/14,"BOUTILLON, A.",,,NON,PRIVÉE,FAÇADE,CHIEN_ASSIS,EXTÉRIEUR_SUR_RUE,FENÊTRE,,,,B402,22/09/2019
100,"VIVIENNE, RUE",19,IMMEUBLE,1,PARIS,48.86848,2.33977,TIRAGE PAPIER,COULEUR,13x9 cm,1996/01/14,"BOUTILLON, A.",,,NON,PRIVÉE,FAÇADE,CHIEN_ASSIS,EXTÉRIEUR_SUR_RUE,FENÊTRE,,,,B402,22/09/2019
101,"VENDÔME, PLACE",,COLONNE VENDÔME,1,PARIS,48.86748,2.32943,TIRAGE PAPIER,COULEUR,13x9 cm,2007/29/04,INCONNU,1699 – 1810,,OUI,COMMÉMORATIVE_VOTIVE_FUNÉRAIRE,COLONNE,ARCHITECTURE,STATUE,,,,,B402,22/09/2019
102,"VENDÔME, PLACE",,COLONNE VENDÔME,1,PARIS,48.86748,2.32943,TIRAGE PAPIER,COULEUR,13x9 cm,1994/09,INCONNU,1699 – 1810,,OUI,COMMÉMORATIVE_VOTIVE_FUNÉRAIRE,COLONNE,ARCHITECTURE,SCULPTURE,,,,,B402,22/09/2019
103,"OPÉRA, AVENUE DE L'",,IMMEUBLE,1,PARIS,48.87069,2.33228,TIRAGE PAPIER,COULEUR,15x10 cm,1994/09,INCONNU,1864-1876,,NON,PRIVÉE,VUE_ENSEMBLE,IMMEUBLE,FAÇADE,,,,,B402,22/09/2019
104,"VENDÔME, PLACE",19,HÔTEL D'ÉVREUX,1,PARIS,48.86825,2.32927,TIRAGE PAPIER,COULEUR,10x15 cm,2004/08,"BARROVECCHIO, V.",XVIIIè – XIXè,,OUI,HÔTEL_PARTICULIER,HÔTEL,FAÇADE,EXTÉRIEUR_SUR_RUE,PORTAIL,CHIEN_ASSIS,OCULUS,,B402,22/09/2019
105,"VENDÔME, PLACE",25,IMMEUBLE,1,PARIS,48.86825,2.33002,TIRAGE PAPIER,COULEUR,10x15 cm,2004/09,"BARROVECCHIO, V.",,,OUI,PRIVÉE,IMMEUBLE,FAÇADE,EXTÉRIEUR_SUR_RUE,CHIEN_ASSIS,,,,B402,22/09/2019
106,"SAINT-HONORÉ, RUE",182,MINISTÈRE_DE_LA_CULTURE,1,PARIS,48.86239,2.3389,TIRAGE PAPIER,N&B,15x10 cm,2002/05,"BURET, COLETTE",,,NON,PUBLIQUE,CHANTIER,IMMEUBLE,,,,,,B402,22/09/2019
107,"SAUVAL, RUE",5,IMMEUBLE,1,PARIS,48.86183,2.3424,TIRAGE PAPIER,N&B,15x10 cm,2002/11,"BURET, COLETTE",XVIIè,,NON,PRIVÉE,FERRONNERIE,FAÇADE,EXTÉRIEUR_SUR_RUE,RESTAURANT,,,,B402,22/09/2019
108,"PETITS CHAMPS, RUE DES",31-33,IMMEUBLE,1,PARIS,48.86675,2.33666,TIRAGE PAPIER,COULEUR,15x10 cm,1999/10/29,"LEFEVRE, PHILIPPE",XVIIè,,NON,PRIVÉE,FAÇADE,EXTÉRIEUR_SUR_RUE,FENÊTRE,,,,,B402,22/09/2019
109,"VENDÔME, PLACE",,COLONNE_VENDÔME,1,PARIS,48.86748,2.32943,TIRAGE PAPIER,COULEUR,15x10 cm,1987/04/29,INCONNU,1810,,OUI,COMMÉMORATIVE_VOTIVE_FUNÉRAIRE,COLONNE,STATUE,ART,,,,,B402,22/09/2019
110,"PERNELLE, RUE",5,IMMEUBLE,1,PARIS,48.8585204,2.3495594,TIRAGE PAPIER,N&B,15x10 cm,1993,"RAGUENEAU, R.",XIXè,,NON,PRIVÉE,FAÇADE,FERRONNERIE,EXTÉRIEUR_SUR_RUE,CHANTIER,BALCON,,,B402,22/09/2019
111,"RIVOLI, RUE DE",88,IMMEUBLE,1,PARIS,48.85822,2.3495,TIRAGE PAPIER,N&B,15x10 cm,1993,"RAGUENEAU, R.",XIXè,,NON,PRIVÉE,CELLIER,FAÇADE,FENÊTRE,,,,,B402,22/09/2019
112,"VAUVILLIERS, RUE",8-12,IMMEUBLE,1,PARIS,48.86167,2.34334,TIRAGE PAPIER,N&B,15x10 cm,2002/11,"BURET, COLETTE",,,NON,PRIVÉE,DÉMOLITION,FENÊTRE,,,,,,B402,22/09/2019
114,"SAINT-HONORÉ, RUE",182,MINISTÈRE_DE_LA_CULTURE,1,PARIS,48.86239,2.3389,TIRAGE PAPIER,N&B,15x10 cm,2003/05,"BURET, COLETTE",,,NON,PUBLIQUE,CHANTIER,IMMEUBLE,,,,,,B402,22/09/2019
115,"CONCORDE, PLACE DE LA",,JARDIN_DES_TUILERIES,1,PARIS,48.86239,2.3389,TIRAGE PAPIER,COULEUR,15x10 cm,,INCONNU,,,OUI,JARDINS_EAUX,STATUE,JARDIN,,,,,,B402,22/09/2019
116,"SAINT-HONORÉ, RUE",182,MINISTÈRE_DE_LA_CULTURE,1,PARIS,48.86239,2.3389,TIRAGE PAPIER,N&B,15x10 cm,2003/11,"BURET, COLETTE",,,NON,PUBLIQUE,FAÇADE,EXTÉRIEUR_SUR_RUE,,,,,,B402,22/09/2019
118,"PALAIS, BOULEVARD DU",8,SAINTE_CHAPELLE,1,PARIS,48.85513,2.34531,TIRAGE PAPIER,N&B,15x10 cm,2002/10,"BURET, COLETTE",,,OUI,COMMÉMORATIVE_VOTIVE_FUNÉRAIRE,CHAPELLE,ARCHITECTURE,GOTHIQUE,ROSACE,VITRAUX,PILASTRE,,B402,22/09/2019
119,"VAUVILLIERS, RUE",8-12,IMMEUBLE,1,PARIS,48.86167,2.34334,TIRAGE PAPIER,N&B,15x10 cm,2002/11,"BURET, COLETTE",,,NON,PRIVÉE,DÉMOLITION,FENÊTRE,FAÇADE,,,,,B402,22/09/2019
120,"PALAIS, BOULEVARD DU",8,SAINTE_CHAPELLE,1,PARIS,48.85513,2.34531,TIRAGE PAPIER,N&B,15x10 cm,2002/10,"BURET, COLETTE",,,OUI,COMMÉMORATIVE_VOTIVE_FUNÉRAIRE,CHAPELLE,VITRAUX,GOTHIQUE,ARCHITECTURE,PILASTRE,,2002-01000-0000031,B402,22/09/2019
121,"PONT NEUF, PLACE DU",15,IMMEUBLE,1,PARIS,48.85703,2.34157,TIRAGE PAPIER,COULEUR,10x15 cm,1995/10/02,"LEFEVRE, PHILIPPE",XVIIè,,OUI,PRIVÉE,FAÇADE,EXTÉRIEUR_SUR_RUE,CHIEN_ASSIS,VUE_ENSEMBLE,,,,B402,22/09/2019
122,"PONT NEUF, PLACE DU",15,STATUE_HENRI-IV,1,PARIS,48.85703,2.34157,TIRAGE PAPIER,COULEUR,10x15 cm,1995/10/03,"LEFEVRE, PHILIPPE",1818,,OUI,COMMÉMORATIVE_VOTIVE_FUNÉRAIRE,STATUE,VUE_ENSEMBLE,,,,,,B402,22/09/2019
123,"HORLOGE, QUAI DE L'",1,CONCIERGERIE_TOUR_BONBEC,1,PARIS,48.85631,2.34573,TIRAGE PAPIER,N&B,22x18 cm,,INCONNU,XIIIè,,INCONNU,MILITAIRE,INTÉRIEUR,,,,,,,B402,2019/09/20
124,"HORLOGE, QUAI DE L'",1,CONCIERGERIE_TOUR_BONBEC,1,PARIS,48.85631,2.34573,TIRAGE PAPIER,N&B,22x18 cm,,INCONNU,XIIIè,,INCONNU,MILITAIRE,INTÉRIEUR,,,,,,,B402,2019/09/20
125,"LOUVRE, PLACE DU",2,EGLISE_SAINT_GERMAIN_L'AUXERROIS,1,PARIS,48.85932,2.34133,TIRAGE PAPIER,N&B,22x28 cm,,INCONNU,XIIIè,,INCONNU,MILITAIRE,INTÉRIEUR,,,,,,,B402,2019/09/20
129,"PALAIS, BOULEVARD DU",4,SAINTE_CHAPELLE,1,PARIS,48.85566,2.34589,TIRAGE PAPIER,N&B,,,INCONNU,XIIIè,,OUI,COMMÉMORATIVE_VOTIVE_FUNÉRAIRE,FAÇADE,,,,,,,B402,2019/09/20
130,"HORLOGE, QUAI DE L'",1,CONCIERGERIE_TOUR_BONBEC,1,PARIS,48.85631,2.34573,TIRAGE PAPIER,N&B,22x18 cm,,INCONNU,XIIIè,,OUI,MILITAIRE,FAÇADE,,,,,,,B402,2019/09/20
131,"BERGER, RUE",101,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,8x12 cm,1966,GARAUGET,1979,,NON,GÉNIE_CIVIL,PLAN,PROJET,CHANTIER,,,,,B403,03/10/2019
132,"BERGER, RUE",101,LES_HALLES,1,PARIS,48.86235,2.34487,DIAPOSITIVE,N&B,10x12 cm,1966,GARAUGET,1979,Marrien,NON,GÉNIE_CIVIL,PLAN,PROJET,CHANTIER,,,,,B403,03/10/2019
133,"BERGER, RUE",101,LES_HALLES,1,PARIS,48.86235,2.34487,DIAPOSITIVE,N&B,11x12 cm,1966/09/23,GARAUGET,1979,Marrien,NON,GÉNIE_CIVIL,PLAN,PROJET,CHANTIER,,,,,B403,03/10/2019
134,"BERGER, RUE",101,LES_HALLES,1,PARIS,48.86235,2.34487,DIAPOSITIVE,N&B,12x12 cm,1966,GARAUGET,1979,Marrien,NON,GÉNIE_CIVIL,PLAN,PROJET,CHANTIER,,,,,B403,03/10/2019
135,"BERGER, RUE",101,LES_HALLES,1,PARIS,48.86235,2.34487,DIAPOSITIVE,N&B,13x12 cm,1966,GARAUGET,1979,Marrien,NON,GÉNIE_CIVIL,PLAN,PROJET,CHANTIER,JARDIN,,,,B403,03/10/2019
136,"BERGER, RUE",101,LES_HALLES,1,PARIS,48.86235,2.34487,DIAPOSITIVE,N&B,14x12 cm,1966,GARAUGET,1979,Marrien,NON,GÉNIE_CIVIL,PLAN,PROJET,CHANTIER,,,,,B403,03/10/2019
137,"BERGER, RUE",101,LES_HALLES,1,PARIS,48.86235,2.34487,DIAPOSITIVE,N&B,14x12 cm,1966,GARAUGET,1979,Marrien,NON,GÉNIE_CIVIL,PLAN,PROJET,CHANTIER,COMMERCES,,,,B403,03/10/2019
138,"BERGER, RUE",101,LES_HALLES,1,PARIS,48.86235,2.34487,DIAPOSITIVE,N&B,14x12 cm,1966,GARAUGET,1979,Marrien,NON,GÉNIE_CIVIL,PLAN,PROJET,CHANTIER,,,,,B403,03/10/2019
139,"BERGER, RUE",101,LES_HALLES,1,PARIS,48.86235,2.34487,DIAPOSITIVE,N&B,14x12 cm,1966,GARAUGET,1979,Marrien,NON,GÉNIE_CIVIL,PLAN,PROJET,CHANTIER,,,,,B403,03/10/2019
140,"BERGER, RUE",101,LES_HALLES,1,PARIS,48.86235,2.34487,DIAPOSITIVE,N&B,14x12 cm,1966,GARAUGET,1979,Marrien,NON,GÉNIE_CIVIL,PLAN,PROJET,CHANTIER,,,,,B403,03/10/2019
141,"BERGER, RUE",101,LES_HALLES,1,PARIS,48.86235,2.34487,DIAPOSITIVE,N&B,14x12 cm,1966,GARAUGET,1979,Marrien,NON,GÉNIE_CIVIL,PLAN,PROJET,CHANTIER,COMMERCES,,,,B403,03/10/2019
142,"BERGER, RUE",101,LES_HALLES,1,PARIS,48.86235,2.34487,DIAPOSITIVE,N&B,14x12 cm,1966,GARAUGET,1979,Marrien,NON,GÉNIE_CIVIL,PLAN,PROJET,CHANTIER,FOUILLES_ARCHÉOLOGIQUES,,,,B403,03/10/2019
143,"BERGER, RUE",101,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,COULEUR,30x21 cm,,"LIOT, ROLAND",,,NON,GÉNIE_CIVIL,DÉMOLITION,EGLISE,CHANTIER,,,,1970-01000-0000726,B403,03/10/2019
144,"VICTOR HUGO, AVENUE",12,PAVILLON_BALTARD,,NOGENT-SUR-MARNE,48.8727054,2.2922110,CONTRECOLLE,COULEUR,21x32 cm,,INCONNU,1857,Victor BALTARD,OUI,GÉNIE_CIVIL,FAÇADE,HALLES,VERRIÈRE,MARCHÉ,FER,,,B403,2019/10/01
145,"VICTOR HUGO, AVENUE",12,PAVILLON_BALTARD,,NOGENT-SUR-MARNE,48.8727054,2.2922110,CONTRECOLLE,COULEUR,21x32 cm,,INCONNU,1857,Victor BALTARD,OUI,GÉNIE_CIVIL,GRILLE,PLAQUE,FER,,,,,B403,2019/10/01
146,"HALLES, RUE DES",19,IMMEUBLE,1,PARIS,48.86042,2.34598,TIRAGE PAPIER,N&B,18x24 cm,,"LIOT, ROLAND",,,NON,PRIVÉE,IMMEUBLE,SCULPTURE,MARCHÉÉ,,,,1970-01000-0000219,B404,04/10/2019
147,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,18x24 cm,1969,"LIOT, ROLAND",1852-1870,Victor Baltard,NON,VOIRIES_ESPACES_LIBRES,ÉVÉNEMENTS,CONCERT,ARCHITECTURE,,,,,B404,04/10/2019
148,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,24x18 cm,1969/05,INCONNU,1852-1870,Victor Baltard,NON,VOIRIES_ESPACES_LIBRES,ÉVÉNEMENTS,CONCERT,ARCHITECTURE,,,,,B404,04/10/2019
149,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,24x18 cm,1969,"LIOT, ROLAND",1852-1870,Victor Baltard,NON,VOIRIES_ESPACES_LIBRES,ÉVÉNEMENTS,CONCERT,,,,,,B404,04/10/2019
150,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,24x18 cm,,INCONNU,,,NON,VOIRIES_ESPACES_LIBRES,ÉVÉNEMENTS,CONCERT,,,,,,B404,04/10/2019
151,"PROUVAIRES, RUE DES",,LES_HALLES,1,PARIS,48.86168,2.34428,TIRAGE PAPIER,COULEUR,8x13 cm,,INCONNU,,,NON,VOIRIES_ESPACES_LIBRES,ESCALIER,,,,,,1970-01000-0000062,B404,04/10/2019
152,"NEUF, PONT",,PONT_NEUF,1,PARIS,48.85776,2.34171,TIRAGE PAPIER,COULEUR,15x10 cm,,INCONNU,1598-1607,,OUI,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,PONT,,,,,,B404,04/10/2019
153,"PARVIS NOTRE-DAME, PLACE DU",6,NOTRE_DAME_DE_PARIS,4,PARIS,48.85333,2.34856,TIRAGE PAPIER,N&B,13x9 cm,,INCONNU,,,OUI,COMMÉMORATIVE_VOTIVE_FUNÉRAIRE,ARCHITECTURE,TOIT,AVANT_INCENDIE,,,,,B404,04/10/2019
154,"VIARMES, RUE DE",2,BOURSE_DU_COMMERCE,1,PARIS,48.86312,2.34219,TIRAGE PAPIER,N&B,10x15 cm,,"BURET, COLETTE",1889,Henri Blondel,OUI,PUBLIQUE,ARCHITECTURE,EXTÉRIEUR,,,,,,B404,04/10/2019
155,"VENDÔME, PLACE",18-26,PLACE_VENDÔME,1,PARIS,48.86766,2.33052,TIRAGE PAPIER,N&B,18x24 cm,,"LIOT, ROLAND",,,OUI,VOIRIES_ESPACES_LIBRES,CONSTRUCTION_EN_COURS,,,,,,2005-01000-0000011,B404,04/10/2019
156,"VENDÔME, PLACE",18-26,PLACE_VENDÔME,1,PARIS,48.86766,2.33052,TIRAGE PAPIER,N&B,24x18 cm,,"LIOT, ROLAND",,,OUI,VOIRIES_ESPACES_LIBRES,CONSTRUCTION_EN_COURS,,,,,,,B404,04/10/2019
157,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,18x11 cm,,INCONNU,1852-1870,Victor Baltard,NON,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,INTÉRIEUR,,,,,1970-01000-0002284,B404,04/10/2019
158,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,18x11 cm,,INCONNU,1852-1870,Victor Baltard,NON,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,EXTÉRIEUR,,,,,1970-01000-0000891,B404,04/10/2019
159,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,18x11 cm,,INCONNU,1852-1870,Victor Baltard,NON,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,INTÉRIEUR,,,,,1970-01000-0002285,B404,04/10/2019
160,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,11x18 cm,,INCONNU,1852-1870,Victor Baltard,NON,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,INTÉRIEUR,,,,,1969-01000-0000862,B404,04/10/2019
161,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,11x18 cm,,INCONNU,1852-1870,Victor Baltard,NON,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,INTÉRIEUR,,,,,1969-01000-00000874,B404,04/10/2019
162,"RICHELIEU, RUE DE",25,IMMEUBLE,1,PARIS,48.86479,2.33631,TIRAGE PAPIER,N&B,29x23 cm,,"BRELLIER, J.L.",1666,,OUI,PRIVÉE,ARCHITECTURE,FERRONNERIE,BALCON,MASCARONS,,,,B404,04/10/2019
163,"RICHELIEU, RUE DE",40,IMMEUBLE,1,PARIS,48.86586,2.33703,TIRAGE PAPIER,N&B,23x29 cm,,"BRELLIER, J.L.",1765,François Victor Perrard de Montreuil,OUI,PRIVÉE,ARCHITECTURE,FAÇADE,PORTE,FENÊTRE,,,,B404,04/10/2019
164,"BERTIN POIRÉE, RUE","9,11,13",IMMEUBLE,1,PARIS,48.85873,2.34473,TIRAGE PAPIER,N&B,24x18 cm,,"LIOT, ROLAND",,,NON,PRIVÉE,DÉMOLITION,,,,,,,B404,04/10/2019
165,"BERTIN POIRÉE, RUE","9,11,13",IMMEUBLE,1,PARIS,48.85873,2.34473,TIRAGE PAPIER,N&B,18x24 cm,,"LIOT, ROLAND",,,NON,PRIVÉE,DÉMOLITION,,,,,,,B404,04/10/2019
166,"BERTIN POIRÉE, RUE",9,HÔTEL,1,PARIS,48.85876,2.34474,TIRAGE PAPIER,N&B,18x24 cm,,"LIOT, ROLAND",,,NON,HÔTEL PARTICULIER,DÉMOLITION,,,,,,,B404,04/10/2019
167,"ORFÈVRES, RUE DES",1,IMMEUBLE,1,PARIS,48.85829,2.34508,TIRAGE PAPIER,N&B,18x24 cm,,"LIOT, ROLAND",,,OUI,PRIVÉE,IMMEUBLE,FAÇADE,TOIT,,,,,B404,04/10/2019
168,"SAINT-GERMAIN L'AUXERROIS, RUE","5,7,9",IMMEUBLE,1,PARIS,48.85815,2.34525,TIRAGE PAPIER,N&B,18x24 cm,,"LIOT, ROLAND",,,NON,PRIVÉE,IMMEUBLE,FAÇADE,FERRONNERIE,,,,,B404,04/10/2019
169,"BERTIN POIRÉE, RUE", 5-7,IMMEUBLE,1,PARIS,48.85853,2.34465,TIRAGE PAPIER,N&B,18x24 cm,,"LIOT, ROLAND",,,NON,PRIVÉE,FAÇADE,TOIT,GRILLE,COMMERCES,,,,B404,04/10/2019
170,"BERTIN POIRÉE, RUE",5,IMMEUBLE,1,PARIS,48.85843,2.34461,TIRAGE PAPIER,N&B,18x24 cm,,"LIOT, ROLAND",,,OUI,PRIVÉE,FAÇADE,TOIT,,,,,,B404,04/10/2019
171,"SAINT-GERMAIN L'AUXERROIS, RUE",18-26,IMMEUBLE,1,PARIS,48.85843,2.3444,TIRAGE PAPIER,N&B,18x24 cm,,"LIOT, ROLAND",,,OUI,PRIVÉE,FAÇADE,TOIT,,,,,,B404,04/10/2019
172,"JOUR, RUE DU",25,HÔTEL_DE_LA_PORTE,1,PARIS,48.86403,2.34504,TIRAGE PAPIER,N&B,15x10 cm,1971,INCONNU,1655,,OUI,HÔTEL PARTICULIER,FAÇADE,COUR,,,,,,B404,04/10/2019
173,"JOUR, RUE DU",2,EGLISE_SAINT_EUSTACHE,1,PARIS,48.86347,2.34447,CARTE POSTALE,COULEUR,15x10 cm,,INCONNU,XIXè,,NON,COMMÉMORATIVE_VOTIVE_FUNÉRAIRE,EGLISE,,,,,,,B404,04/10/2019
174,"TURBIGO, RUE DE",12,LES_HALLES,1,PARIS,48.86365,2.34855,TIRAGE PAPIER,COULEUR,9x9 cm,1977/07,INCONNU,,,NON,VOIRIES_ESPACES_LIBRES,CONSTRUCTION_EN_COURS,,,,,,,B404,04/10/2019
175,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,COULEUR,9x9 cm,1977/07,INCONNU,,,NON,VOIRIES_ESPACES_LIBRES,CHANTIER,,,,,,,B404,04/10/2019
176,"JOACHIM DU BELLAY, PLACE",,FONTAINE_DES_INNOCENTS,1,PARIS,48.86064,2.348,TIRAGE PAPIER,COULEUR,9x9 cm,1977/07,INCONNU,,,NON,VOIRIES_ESPACES_LIBRES,FONTAINE,CHANTIER,EGLISE,,,,,B404,04/10/2019
177,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,COULEUR,9x9 cm,1977/07,INCONNU,,,NON,VOIRIES_ESPACES_LIBRES,CONSTRUCTION_EN_COURS,CHANTIER,,,,,,B404,04/10/2019
178,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,COULEUR,9x9 cm,1977/07,INCONNU,,,NON,VOIRIES_ESPACES_LIBRES,CONSTRUCTION_EN_COURS,CHANTIER,,,,,,B404,04/10/2019
179,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,COULEUR,9x9 cm,1977/07,INCONNU,,,NON,VOIRIES_ESPACES_LIBRES,CONSTRUCTION_EN_COURS,CHANTIER,,,,,,B404,04/10/2019
180,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,24x16 cm,1969/06,INCONNU,,,NON,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,,,,,,,B404,04/10/2019
181,"VIARMES, RUE DE",2,BOURSE_DU_COMMERCE,1,PARIS,48.86312,2.34219,TIRAGE PAPIER,N&B,15x10 cm,2003/03,"BURET, COLETTE",1889,Henri Blondel,OUI,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,EXTÉRIEUR,,,,,2003-01000-0000007,B404,04/10/2019
182,"PIERRE AU LARD, RUE",,IMMEUBLE,4,PARIS,48.86235006,2.344870006,TIRAGE PAPIER,N&B,16x23 cm,1966,INCONNU,,,NON,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,,,,,,1966-04000-0000654,B404,04/10/2019
183,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,18x24 cm,,"LIOT, ROLAND",1852-1870,Victor Baltard,NON,GÉNIE_CIVIL,ARCHITECTURE,INTÉRIEUR,,,,,,B404,04/10/2019
184,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,24x17 cm,06/06/1969,INCONNU,1852-1870,Victor Baltard,NON,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,INTÉRIEUR,,,,,,B404,04/10/2019
185,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,18x11 cm,,INCONNU,1852-1870,Victor Baltard,NON,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,INTÉRIEUR,,,,,,B404,04/10/2019
186,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,24x16 cm,1969/06,INCONNU,1852-1870,Victor Baltard,NON,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,INTÉRIEUR,,,,,,B404,04/10/2019
187,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,18x13 cm,1969/07,INCONNU,,,NON,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,INTÉRIEUR,SOUS-SOL,CAVE,,,,B404,04/10/2019
188,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,24x18 cm,,"LIOT, ROLAND",1852-1870,Victor Baltard,,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,INTÉRIEUR,,,,,,B404,04/10/2019
189,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,24x17 cm,,INCONNU,1852-1870,Victor Baltard,,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,INTÉRIEUR,,,,,,B404,04/10/2019
190,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,18x24 cm,,BULLOZ,,,,VOIRIES_ESPACES_LIBRES,,,,,,,1969-01000-0000872,B404,04/10/2019
191,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,18x24 cm,1969,"LIOT, ROLAND",1852-1870,Victor Baltard,,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,INTÉRIEUR,,,,,,B404,04/10/2019
192,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,24x17 cm,04/06/1969,INCONNU,1852-1870,Victor Baltard,,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,INTÉRIEUR,ÉVÉNEMENTS,,,,,B404,04/10/2019
193,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,24x16 cm,17/06/1969,INCONNU,1852-1870,Victor Baltard,,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,INTÉRIEUR,,,,,,B404,04/10/2019
194,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,24x16 cm,06/06/1969,INCONNU,1852-1870,Victor Baltard,,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,INTÉRIEUR,,,,,,B404,04/10/2019
195,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,27x21 cm,,"LIOT, ROLAND",1852-1870,Victor Baltard,,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,INTÉRIEUR,,,,,,B404,04/10/2019
196,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,27x21 cm,,"LIOT, ROLAND",1852-1870,Victor Baltard,,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,EXTÉRIEUR,EGLISE,,,,,B404,04/10/2019
197,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,27x21 cm,,"LIOT, ROLAND",1852-1870,Victor Baltard,,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,EXTÉRIEUR,,,,,,B404,04/10/2019
198,"BERGER, RUE",,LES_HALLES,1,PARIS,48.86235,2.34487,TIRAGE PAPIER,N&B,24x16 cm,1969/06,INCONNU,1852-1870,Victor Baltard,,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,INTÉRIEUR,,,,,,B404,04/10/2019
